created_at,entry_id,field1
2019-12-11 05:42:07 UTC,334,-70.00
2019-12-11 05:42:27 UTC,335,-71.00
2019-12-11 05:42:47 UTC,336,-75.00
2019-12-11 05:43:07 UTC,337,-71.00
2019-12-11 05:43:27 UTC,338,-75.00
2019-12-11 05:43:47 UTC,339,-70.00
2019-12-11 05:44:07 UTC,340,-74.00
2019-12-11 05:44:27 UTC,341,-73.00
2019-12-11 05:44:47 UTC,342,-71.00
2019-12-11 05:45:07 UTC,343,-71.00
2019-12-11 05:45:27 UTC,344,-71.00
2019-12-11 05:45:47 UTC,345,-84.00
2019-12-11 05:46:07 UTC,346,-72.00
2019-12-11 05:46:27 UTC,347,-75.00
2019-12-11 05:46:47 UTC,348,-71.00
2019-12-11 05:47:07 UTC,349,-71.00
2019-12-11 05:47:27 UTC,350,-74.00
2019-12-11 05:47:47 UTC,351,-72.00
2019-12-11 05:48:07 UTC,352,-87.00
2019-12-11 05:48:27 UTC,353,-75.00
2019-12-11 05:48:47 UTC,354,-71.00
2019-12-11 05:49:07 UTC,355,-71.00
2019-12-11 05:49:27 UTC,356,-70.00
2019-12-11 05:49:47 UTC,357,-72.00
2019-12-11 05:50:07 UTC,358,-72.00
2019-12-11 05:50:27 UTC,359,-77.00
2019-12-11 05:50:47 UTC,360,-71.00
2019-12-11 05:51:07 UTC,361,-75.00
2019-12-11 05:51:27 UTC,362,-77.00
2019-12-11 05:51:47 UTC,363,-78.00
2019-12-11 05:52:07 UTC,364,-71.00
2019-12-11 05:52:27 UTC,365,-70.00
2019-12-11 05:52:47 UTC,366,-71.00
2019-12-11 05:53:07 UTC,367,-73.00
2019-12-11 05:53:27 UTC,368,-75.00
2019-12-11 05:53:47 UTC,369,-74.00
2019-12-11 05:54:07 UTC,370,-72.00
2019-12-11 05:54:27 UTC,371,-75.00
2019-12-11 05:54:47 UTC,372,-84.00
2019-12-11 05:55:07 UTC,373,-75.00
2019-12-11 05:55:27 UTC,374,-76.00
2019-12-11 05:55:47 UTC,375,-70.00
2019-12-11 05:56:07 UTC,376,-71.00
2019-12-11 05:56:27 UTC,377,-72.00
2019-12-11 05:56:47 UTC,378,-72.00
2019-12-11 05:57:07 UTC,379,-74.00
2019-12-11 05:57:27 UTC,380,-71.00
2019-12-11 05:57:47 UTC,381,-73.00
2019-12-11 05:58:07 UTC,382,-75.00
2019-12-11 05:58:27 UTC,383,-75.00
2019-12-11 05:58:47 UTC,384,-75.00
2019-12-11 05:59:07 UTC,385,-73.00
2019-12-11 05:59:27 UTC,386,-74.00
2019-12-11 05:59:47 UTC,387,-71.00
2019-12-11 06:00:07 UTC,388,-74.00
2019-12-11 06:00:27 UTC,389,-74.00
2019-12-11 06:00:47 UTC,390,-71.00
2019-12-11 06:01:07 UTC,391,-71.00
2019-12-11 06:01:27 UTC,392,-87.00
2019-12-11 06:01:47 UTC,393,-70.00
2019-12-11 06:02:07 UTC,394,-74.00
2019-12-11 06:02:27 UTC,395,-72.00
2019-12-11 06:02:47 UTC,396,-74.00
2019-12-11 06:03:07 UTC,397,-74.00
2019-12-11 06:03:27 UTC,398,-73.00
2019-12-11 06:03:47 UTC,399,-77.00
2019-12-11 06:04:07 UTC,400,-78.00
2019-12-11 06:04:27 UTC,401,-71.00
2019-12-11 06:04:47 UTC,402,-70.00
2019-12-11 06:05:07 UTC,403,-81.00
2019-12-11 06:05:27 UTC,404,-72.00
2019-12-11 06:05:47 UTC,405,-74.00
2019-12-11 06:06:07 UTC,406,-70.00
2019-12-11 06:06:27 UTC,407,-71.00
2019-12-11 06:06:47 UTC,408,-71.00
2019-12-11 06:07:07 UTC,409,-73.00
2019-12-11 06:07:27 UTC,410,-71.00
2019-12-11 06:07:48 UTC,411,-74.00
2019-12-11 06:08:08 UTC,412,-74.00
2019-12-11 06:08:28 UTC,413,-71.00
2019-12-11 06:08:47 UTC,414,-81.00
2019-12-11 06:09:08 UTC,415,-71.00
2019-12-11 06:09:27 UTC,416,-73.00
2019-12-11 06:09:48 UTC,417,-70.00
2019-12-11 06:10:08 UTC,418,-71.00
2019-12-11 06:10:28 UTC,419,-75.00
2019-12-11 06:10:48 UTC,420,-72.00
2019-12-11 06:11:08 UTC,421,-72.00
2019-12-11 06:11:28 UTC,422,-70.00
2019-12-11 06:11:48 UTC,423,-70.00
2019-12-11 06:12:08 UTC,424,-72.00
2019-12-11 06:12:28 UTC,425,-72.00
2019-12-11 06:12:48 UTC,426,-73.00
2019-12-11 06:13:08 UTC,427,-81.00
2019-12-11 06:13:28 UTC,428,-73.00
2019-12-11 06:13:48 UTC,429,-70.00
2019-12-11 06:14:08 UTC,430,-75.00
2019-12-11 06:14:28 UTC,431,-74.00
2019-12-11 06:14:48 UTC,432,-69.00
2019-12-11 06:15:08 UTC,433,-70.00
